 fishing_year,identification,capture_method,method,target,area,latitude,longitude,excluded,status,taxon
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.6253583,-48.75575644,,alive,Bird
2015/2016,observer,net,trawl,Hoki,Stewart Snares Shelf,169.2948827,-47.72824793,,alive,Bird
2015/2016,photograph,deck,trawl,Trevally,West Coast North Island,173.0129042,-34.94994646,deck,alive,Bird
2015/2016,photograph,deck,trawl,Trevally,West Coast North Island,173.0237131,-34.97222464,deck,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9057535,-48.86703196,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9168638,-48.8734236,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8964971,-48.82858914,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.4503632,-48.7594937,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.6799676,-48.85712261,,dead,Bird
2015/2016,photograph,deck,trawl,Trevally,West Coast North Island,172.6589146,-34.56275538,deck,alive,Bird
2015/2016,photograph,unknown,trawl,Trevally,West Coast North Island,172.6571945,-34.53109285,,alive,Bird
2015/2016,observer,deck,trawl,Trevally,West Coast North Island,172.672311,-34.53878705,deck,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8532302,-48.81036885,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2562498,-50.16960201,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.6017448,-50.96328107,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.9450974,-48.8665735,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.9571933,-48.84162704,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9978728,-48.83265893,,dead,Bird
2015/2016,photograph,deck,trawl,Tarakihi,Northland and Hauraki,173.0333775,-34.36350627,deck,alive,Bird
2015/2016,photograph,hook,bottom longline,Snapper,Northland and Hauraki,174.0752652,-35.09570714,,alive,Bird
2015/2016,photograph,hook,bottom longline,Snapper,Northland and Hauraki,174.3133215,-35.14972947,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2140851,-50.08662535,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.4050793,-48.69065738,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,167.1573022,-50.65836725,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,167.1400663,-50.63801054,,dead,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.6016538,-48.79112233,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2055133,-50.25690038,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.2066849,-50.1456,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.210083,-50.13941085,,dead,Bird
2015/2016,observer,deck,trawl,Scampi,Bay of Plenty,176.499754,-37.40276132,deck,alive,Bird
2015/2016,necropsy,warp or door,trawl,Silver warehou,Stewart Snares Shelf,166.5128461,-48.32128498,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.1746953,-50.23557762,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.1416676,-50.26090909,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1594732,-50.25481623,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1904189,-50.23888359,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.268682,-50.05784921,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.7252855,-50.9072376,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.1907773,-50.11964003,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.2196815,-50.25425513,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1872012,-50.04496522,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.1749691,-50.17658258,,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.2982374,-49.9981252,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.179709,-50.00876802,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.2114372,-50.08869226,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.1393543,-50.26271675,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2512697,-49.98521147,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.2145635,-50.10432209,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.1676392,-50.1960935,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.1826335,-50.09656687,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1845462,-50.03536519,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2462389,-49.98360321,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2291178,-50.02824721,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,167.4862186,-50.50777252,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,167.5025927,-50.48592278,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.6505129,-50.97474541,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.190007,-49.83815013,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.3586837,-50.11677958,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,168.1439813,-48.30515502,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1268046,-50.24486802,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.3600127,-50.15791438,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.2112217,-50.10724439,,dead,Seal
2015/2016,observer,net,trawl,Tarakihi,West Coast North Island,174.0461413,-36.95224524,,dead,Dolphin
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.9298854,-48.52154551,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.9650288,-48.49156059,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,168.4451221,-48.12088034,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8065955,-48.83255226,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.053008,-48.83565701,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,167.5977609,-50.45556103,,dead,Bird
2015/2016,observer,deck,trawl,Scampi,Bay of Plenty,176.7467262,-37.59021699,deck,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1295387,-50.26484795,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1432549,-50.25035134,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,167.8321978,-50.09534541,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,167.6495655,-50.42542904,,dead,Bird
2015/2016,necropsy,net,trawl,Barracouta,Stewart Snares Shelf,166.9277695,-47.97332766,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,167.8081347,-50.06545551,,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,167.6760037,-50.41756501,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,167.7236087,-50.37663271,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.5393348,-51.00055357,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.5506322,-50.99986066,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.99511,-50.71402993,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,167.8598093,-50.09843089,,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,167.8309296,-50.1126485,,alive,Bird
2015/2016,observer,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.0445938,-43.5654472,,alive,Seal
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.3088217,-49.94094066,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.976116,-50.69838059,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,167.0087345,-50.69746788,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.9803771,-50.71435273,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,167.5076851,-50.53258151,,dead,Bird
2015/2016,photograph,net,trawl,Barracouta,Stewart Snares Shelf,166.837268,-47.65095676,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2716482,-50.03192492,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2487961,-50.0679958,,dead,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.233861,-50.0614685,deck,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.9780256,-50.68524997,,alive,Bird
2015/2016,photograph,net,trawl,Jack mackerel,Stewart Snares Shelf,166.6623864,-47.70798911,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.7772984,-50.85505016,,alive,Bird
2015/2016,photograph,unknown,trawl,Barracouta,East Coast South Island,173.1219722,-44.31245567,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2104034,-50.08223653,,dead,Bird
2015/2016,observer,net,trawl,John dory,Northland and Hauraki,175.1845313,-35.94859379,,alive,Bird
2015/2016,observer,net,setnet,School shark,East Coast South Island,171.0112892,-45.61419545,,dead,Bird
2015/2016,observer,deck,trawl,Scampi,Bay of Plenty,176.5165712,-37.4353316,deck,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2026582,-50.036571,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,167.5261569,-50.49115897,,dead,Bird
2015/2016,observer,net,trawl,John dory,Northland and Hauraki,175.2604404,-36.13384448,,dead,Dolphin
2015/2016,observer,net,trawl,John dory,Northland and Hauraki,175.2593729,-36.12693953,,dead,Dolphin
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,167.5215962,-50.4900717,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,167.2106839,-50.57868573,,dead,Bird
2015/2016,observer,hook,surface longline,Southern bluefin tuna,West Coast South Island,169.6005869,-42.85891654,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.5684215,-48.74253768,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.5417924,-48.75474128,,dead,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.5493055,-48.75691137,,dead,Bird
2015/2016,observer,deck,surface longline,Southern bluefin tuna,West Coast South Island,169.6032869,-42.80093272,deck,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,170.8837077,-46.08653402,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,167.3961221,-50.55616597,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.9190516,-50.74949501,decomposed,decomposed,Bird
2015/2016,necropsy,net,trawl,Scampi,Bay of Plenty,176.3565999,-37.20189218,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,167.8217138,-50.29176242,,alive,Bird
2015/2016,photograph,net,trawl,Common warehou,Stewart Snares Shelf,169.0237963,-47.59100579,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.5691836,-51.01030249,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,169.2245102,-43.25963125,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,167.2913076,-50.58220963,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,167.3073911,-50.60392275,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.6782694,-50.92260084,,dead,Bird
2015/2016,observer,deck,trawl,Scampi,Bay of Plenty,176.3585213,-37.21847202,deck,alive,Bird
2015/2016,observer,deck,trawl,Scampi,Bay of Plenty,176.3607196,-37.2187575,deck,alive,Bird
2015/2016,necropsy,warp or door,trawl,Arrow squid,East Coast South Island,173.0530565,-44.40319392,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,169.4950081,-42.94316973,,dead,Bird
2015/2016,necropsy,paravane,trawl,Barracouta,Stewart Snares Shelf,166.9338263,-48.53855798,,dead,Bird
2015/2016,observer,hook,bottom longline,Tarakihi,Bay of Plenty,176.2933902,-37.27735701,,alive,Bird
2015/2016,imputation,net,trawl,Silver warehou,Stewart Snares Shelf,166.546014,-48.85469153,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.8944674,-50.75322391,,dead,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,East Coast South Island,173.2118859,-44.3617236,,dead,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,East Coast South Island,173.2194695,-44.32893965,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.9275437,-50.75181755,,dead,Bird
2015/2016,photograph,net,trawl,Barracouta,Stewart Snares Shelf,166.9005654,-48.52650535,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,169.4241168,-42.94513766,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.4823337,-51.01145939,,alive,Shark
2015/2016,photograph,warp or door,trawl,Arrow squid,Auckland Islands,166.6681148,-50.97438769,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.6106264,-50.94740753,,dead,Bird
2015/2016,photograph,net,trawl,Snapper,Northland and Hauraki,175.1986465,-36.04672506,,alive,Bird
2015/2016,photograph,net,trawl,Barracouta,Stewart Snares Shelf,166.8525422,-48.51783465,,dead,Bird
2015/2016,observer,hook,surface longline,Southern bluefin tuna,West Coast South Island,169.3227252,-43.11709924,,alive,Bird
2015/2016,observer,net,trawl,Snapper,Northland and Hauraki,174.6400564,-35.73381286,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.4794382,-51.00963719,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.8677901,-50.80214787,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.5610709,-50.98697819,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.5454564,-50.99533558,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.502862,-50.99999916,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.5449445,-50.97838744,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,169.9966025,-42.38623551,,dead,Bird
2015/2016,observer,net,setnet,School shark,East Coast South Island,170.9017229,-45.53052215,,dead,Dolphin
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,170.1922487,-42.36026394,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.8885278,-50.81182555,,dead,Bird
2015/2016,necropsy,warp or door,trawl,Scampi,Bay of Plenty,176.2840341,-36.91821743,,dead,Bird
2015/2016,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.8332179,-48.89728876,,dead,Bird
2015/2016,photograph,net,trawl,Barracouta,Stewart Snares Shelf,166.901802,-48.62454224,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.1689523,-43.96700718,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.1381264,-43.95538629,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.1608548,-43.93687278,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.1646932,-43.93082293,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.1386653,-43.96364018,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.139975,-43.97385135,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.1270481,-43.93847689,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.128591,-43.96547759,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.132763,-43.93967582,,dead,Bird
2015/2016,necropsy,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.1585397,-43.96422952,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,West Coast South Island,168.159841,-43.92809714,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.6256327,-48.71471309,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.6279075,-48.72261385,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.9684374,-50.76858165,,dead,Bird
2015/2016,imputation,net,trawl,Tarakihi,Northland and Hauraki,174.9593969,-35.52781229,,alive,Bird
2015/2016,photograph,net,trawl,Tarakihi,Northland and Hauraki,174.9364377,-35.54797502,,alive,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.6224464,-44.4890611,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.6240347,-44.49571889,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.588678,-44.47516743,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.602233,-44.48755759,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.5851195,-44.50728938,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.5932004,-44.51068931,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.6046794,-44.51128948,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.5989655,-44.482013,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.6122739,-44.4879081,,dead,Bird
2015/2016,necropsy,hook,bottom longline,Gurnard,Bay of Plenty,176.246713,-37.535814,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,167.0255544,-50.77364313,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,167.0559056,-50.76352278,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,167.0651383,-50.76650177,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,167.0378884,-50.62976825,,alive,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.4862088,-44.46213791,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.4876007,-44.45187124,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.5056874,-44.43768943,,dead,Bird
2015/2016,photograph,hook,surface longline,Southern bluefin tuna,Fiordland,167.5002191,-44.44873401,,dead,Bird
